Word,Documents (With Count)
contraditório,"[(331, 1)]"
porra,"[(55, 1), (400, 2)]"
tomadas,"[(34, 1), (359, 1), (514, 1)]"
porre,"[(277, 1)]"
imbroglio,"[(397, 1)]"
holanda,"[(583, 1)]"
magistrada,"[(72, 2), (531, 1)]"
alimentam,"[(252, 1)]"
embalada,"[(315, 1)]"
esclarecendo,"[(126, 1)]"
analisadas,"[(179, 1), (289, 3), (477, 1), (523, 1)]"
anulação,"[(289, 1)]"
criançasa,"[(566, 1)]"
propício,"[(525, 1)]"
inseguro,"[(28, 1)]"
vila,"[(88, 1), (108, 3), (249, 2), (633, 1)]"
tratar,"[(57, 1), (119, 1), (212, 1), (278, 1), (327, 2), (430, 1), (544, 1), (582, 1)]"
tratam,"[(3, 1), (127, 1), (182, 1), (294, 1)]"
intensamente,"[(133, 1), (502, 1)]"
receitas,"[(19, 1), (160, 1), (252, 2), (273, 3), (304, 1)]"
tupiniquim,"[(256, 1)]"
limites,"[(102, 4), (128, 1), (138, 1), (223, 1), (297, 1), (415, 1)]"
republicana,"[(207, 1), (525, 1)]"
caracteriza,"[(37, 1)]"
elites,"[(174, 1), (283, 1), (519, 4), (584, 1)]"
soprou,"[(97, 1)]"
dera,"[(82, 1)]"
negativamente,"[(104, 1)]"
potência,"[(17, 1)]"
nação,"[(17, 3), (46, 1), (51, 1), (57, 1), (145, 1), (177, 1), (260, 1), (289, 1), (361, 1), (396, 1), (429, 1), (525, 1), (545, 1), (572, 3), (573, 2), (602, 2), (632, 1)]"
embalagens,"[(458, 1)]"
geraldo,"[(81, 1), (457, 1)]"
paris,"[(27, 5), (37, 1), (55, 1), (64, 4), (146, 1), (267, 1), (603, 1)]"
crises,"[(118, 4), (138, 2), (145, 1), (223, 1), (268, 1), (277, 1), (297, 1), (568, 2)]"
tweet,"[(59, 1), (289, 1), (555, 1), (577, 1), (627, 1)]"
pariu,"[(309, 1), (442, 1), (478, 1)]"
prolator,"[(105, 1)]"
abstinência,"[(568, 4)]"
chefão,"[(158, 1)]"
vcs,"[(443, 3), (459, 2), (577, 1)]"
under,"[(15, 1)]"
representados,"[(171, 1), (291, 1)]"
perguntei,"[(300, 1), (355, 1), (361, 1), (623, 1)]"
fugira,"[(360, 1)]"
uruguaio,"[(585, 1)]"
lançaram,"[(457, 1), (477, 1), (505, 1)]"
riso,"[(219, 1)]"
casamento,"[(71, 2), (390, 1), (400, 1), (446, 1), (460, 1), (462, 1), (554, 1), (592, 1), (627, 1)]"
carcerária,"[(545, 1)]"
mimimi,"[(586, 1)]"
trajetória,"[(13, 1), (30, 1), (147, 2), (160, 1), (185, 1), (216, 1), (249, 1), (277, 1), (525, 2), (545, 1)]"
bagunça,"[(268, 1), (502, 1)]"
vago,"[(137, 1)]"
quantia,"[(17, 1), (160, 1)]"
casal,"[(25, 2), (119, 2), (306, 1), (327, 3), (346, 1), (460, 1), (540, 1), (554, 2), (593, 1)]"
possuiu,"[(166, 1), (276, 1)]"
possuir,"[(208, 1), (602, 1)]"
entregue,"[(82, 1), (266, 1), (297, 1), (488, 1), (505, 1), (525, 1), (573, 1), (607, 1)]"
spaolonzi,"[(270, 1)]"
detalhe,"[(554, 1), (594, 1), (611, 1)]"
detalha,"[(10, 1), (243, 1)]"
abissal,"[(160, 1), (501, 1), (568, 1)]"
rosário,"[(331, 1)]"
crítica,"[(33, 2), (63, 1), (174, 1), (223, 4), (249, 1), (294, 1), (306, 2), (367, 1), (568, 1)]"
histórias,"[(30, 1), (55, 4), (82, 3), (179, 1), (289, 2), (309, 1), (433, 1), (444, 1), (483, 1)]"
decidir,"[(10, 1), (57, 1), (102, 1), (128, 1), (174, 1), (217, 1), (262, 1), (304, 1), (502, 1), (623, 1)]"
tuita,"[(138, 1)]"
encarar,"[(223, 1), (404, 1), (615, 2)]"
frequentemente,"[(207, 1)]"
decidiu,"[(30, 1), (40, 1), (72, 1), (113, 1), (158, 1), (167, 2), (223, 2), (282, 1), (297, 1), (309, 1), (367, 1), (424, 1), (450, 2), (516, 1), (544, 1), (577, 1), (627, 1)]"
leonor,"[(237, 1)]"
respeitadas,"[(627, 1)]"
ferreira,"[(13, 1), (25, 6), (27, 1), (119, 1), (167, 1), (287, 1), (372, 1), (542, 1), (575, 3)]"
ditatoriais,"[(283, 1), (345, 1), (442, 1)]"
submarinos,"[(572, 1)]"
tabus,"[(582, 1)]"
inegavelmente,"[(466, 1)]"
quarta-feira,"[(27, 2), (28, 1), (30, 1), (37, 1), (40, 1), (67, 1), (86, 1), (108, 1), (210, 1), (232, 1), (288, 1), (331, 1), (407, 2), (418, 2), (505, 2), (545, 2), (561, 1), (576, 1)]"
científicos,"[(243, 1)]"
conversado,"[(255, 1)]"
pcdob-ba,"[(407, 1)]"
rusga,"[(404, 1)]"
escrevendo,"[(375, 1), (608, 1)]"
complementares,"[(61, 2), (195, 1), (210, 1), (568, 1)]"
legado,"[(174, 1), (179, 1), (463, 1), (534, 1)]"
cedeca,"[(448, 1)]"
palaciano,"[(372, 1), (488, 1), (502, 1)]"
séries,"[(55, 1), (323, 1), (585, 1)]"
sudestinos,"[(433, 1)]"
email,"[(593, 1)]"
partem,"[(172, 1), (471, 1)]"
depara,"[(403, 1)]"
satíricos,"[(289, 2)]"
textos,"[(102, 6), (133, 1), (172, 1), (208, 1), (289, 1), (393, 1), (465, 1), (543, 1), (582, 1)]"
naim,"[(15, 5)]"
street,"[(146, 2)]"
vitais,"[(582, 1)]"
partes,"[(37, 1), (103, 1), (194, 1), (252, 1), (424, 3), (496, 1), (545, 1), (572, 1), (633, 1)]"
recusando,"[(239, 1)]"
fardamento,"[(113, 1)]"
machucá-lo,"[(255, 1)]"
acordo,"[(10, 1), (17, 1), (25, 2), (28, 1), (33, 1), (34, 1), (55, 1), (57, 2), (61, 1), (62, 1), (64, 2), (66, 1), (76, 2), (103, 1), (119, 1), (121, 2), (123, 1), (132, 1), (137, 1), (160, 2), (183, 1), (185, 1), (187, 2), (201, 2), (224, 1), (227, 1), (229, 2), (266, 13), (283, 1), (289, 1), (301, 1), (304, 2), (315, 1), (358, 3), (375, 1), (407, 1), (410, 1), (450, 1), (471, 1), (518, 1), (525, 1), (551, 1), (562, 1), (573, 1), (577, 2), (581, 1), (583, 1), (585, 3), (610, 2), (615, 1), (628, 1), (632, 2), (635, 1)]"
enfrentar,"[(3, 1), (166, 1), (174, 1), (229, 1), (248, 2), (251, 1), (309, 1), (406, 1), (488, 1), (519, 1), (520, 3), (549, 1), (557, 1), (629, 1)]"
televisores,"[(332, 1)]"
�dia,"[(27, 3)]"
acorde,"[(73, 1)]"
impulsos,"[(60, 1), (568, 1)]"
percebesse,"[(480, 1)]"
neocaverna,"[(223, 1)]"
explorá-lo,"[(572, 1)]"
protagonizando,"[(132, 1)]"
coter,"[(10, 2)]"
reivindicar,"[(25, 1), (167, 1), (276, 1), (566, 1)]"
liberta,"[(174, 1)]"
perderam,"[(179, 1), (297, 1), (519, 2)]"
orientada,"[(166, 1)]"
organismo,"[(118, 2), (276, 1), (572, 1)]"
enfrentam,"[(3, 1), (118, 1)]"
incólume,"[(127, 1)]"
relativamente,"[(61, 1), (118, 1)]"
demarcam,"[(283, 1)]"
piscininha,"[(215, 2)]"
custas,"[(483, 1)]"
prata,"[(379, 1)]"
separado,"[(465, 1), (470, 1), (546, 1)]"
brigas,"[(327, 1), (471, 1)]"
brigar,"[(127, 1), (544, 1)]"
aceitáveis,"[(102, 1)]"
representem,"[(105, 1)]"
mídia,"[(17, 1), (37, 2), (56, 1), (63, 1), (71, 1), (82, 1), (97, 1), (134, 1), (145, 1), (146, 1), (174, 1), (216, 1), (224, 1), (273, 1), (282, 1), (289, 3), (294, 1), (297, 2), (309, 1), (345, 2), (361, 1), (379, 1), (488, 1), (496, 1), (566, 2), (577, 1), (593, 1)]"
tomamos,"[(289, 1)]"
preparar,"[(57, 1), (76, 1), (294, 1), (603, 1)]"
predação,"[(519, 1)]"
aid,"[(330, 1)]"
catar,"[(573, 1)]"
indígena,"[(251, 1)]"
cambial,"[(60, 1)]"
establishment,"[(214, 1)]"
�amos,"[(27, 1)]"
opuseram,"[(179, 1)]"
repúblicaflávio,"[(285, 1)]"
choques,"[(179, 1), (219, 1)]"
renunciou,"[(368, 1), (488, 1), (579, 1)]"
desarquivar,"[(340, 1)]"
forum,"[(146, 1)]"
librabry,"[(146, 1)]"
eletrochoque,"[(568, 5)]"
chocante,"[(72, 1), (560, 1), (613, 1)]"
autenticado,"[(289, 1)]"
gerava,"[(572, 1)]"
relacionada,"[(17, 1), (52, 1), (252, 2), (526, 1)]"
seguirmos,"[(111, 1), (189, 1), (220, 1), (606, 1)]"
paraguai,"[(10, 1), (82, 1), (130, 1), (145, 1), (153, 1), (236, 1), (309, 2), (442, 1), (548, 1), (585, 2), (635, 2)]"
saint,"[(146, 2)]"
tesouro,"[(266, 2), (273, 1)]"
digite,"[(149, 1)]"
viajar,"[(55, 1), (57, 1), (291, 1)]"
amargura,"[(27, 1)]"
disponibilizaram,"[(635, 1)]"
lamentar,"[(264, 1), (287, 1)]"
parlamento,"[(99, 1), (187, 1), (223, 1), (291, 1), (376, 5), (409, 2), (502, 1), (520, 1), (611, 1), (627, 1)]"
relacionado,"[(252, 1), (266, 1)]"
transferência,"[(19, 1), (108, 1), (160, 1), (195, 1), (255, 1), (282, 1)]"
esquadrão,"[(171, 1), (345, 1), (478, 1)]"
indivíduo,"[(172, 1), (207, 1), (415, 1), (593, 1)]"
sucedendo,"[(542, 1)]"
autoproclamados,"[(297, 1), (602, 1)]"
corretora,"[(114, 2), (158, 1)]"
semanas,"[(33, 1), (99, 1), (118, 1), (185, 1), (248, 1), (252, 2), (297, 1), (421, 1), (534, 1), (590, 1)]"
acudiram,"[(327, 1)]"
visibilidade,"[(64, 1), (289, 2), (577, 1)]"
infantil,"[(28, 1), (122, 1), (166, 1), (179, 2), (237, 1), (323, 1), (352, 4), (559, 1), (566, 1), (568, 1)]"
graus,"[(103, 1)]"
remetia,"[(633, 1)]"
acentuação,"[(376, 1)]"
desocupar,"[(229, 1)]"
acusando,"[(10, 1)]"
infantis,"[(566, 1)]"
subcomandante,"[(121, 1)]"
outra,"[(10, 2), (17, 2), (27, 2), (33, 1), (55, 5), (57, 1), (62, 1), (102, 1), (108, 3), (118, 1), (121, 1), (122, 1), (126, 1), (153, 3), (158, 1), (167, 1), (174, 2), (187, 1), (207, 1), (229, 1), (235, 1), (238, 1), (243, 1), (249, 1), (252, 5), (255, 1), (266, 1), (273, 1), (283, 1), (289, 1), (294, 1), (297, 2), (302, 1), (322, 1), (340, 1), (367, 1), (372, 1), (379, 1), (396, 1), (397, 1), (398, 3), (418, 1), (433, 2), (466, 1), (477, 4), (502, 1), (505, 1), (525, 1), (544, 1), (552, 1), (559, 1), (568, 1), (577, 2), (586, 1), (627, 1), (628, 1)]"
brasil-venezuela,"[(609, 1)]"
outro,"[(10, 1), (13, 1), (17, 1), (25, 1), (27, 3), (33, 1), (37, 2), (52, 1), (55, 3), (57, 1), (62, 2), (76, 1), (80, 1), (82, 1), (93, 1), (103, 1), (108, 1), (112, 1), (114, 1), (118, 2), (132, 2), (134, 1), (135, 1), (137, 2), (138, 4), (153, 1), (158, 1), (167, 1), (172, 1), (179, 1), (182, 1), (185, 1), (194, 1), (207, 2), (208, 2), (210, 3), (223, 1), (236, 1), (237, 1), (243, 1), (248, 1), (252, 2), (266, 1), (273, 1), (283, 1), (288, 1), (289, 2), (291, 1), (294, 1), (306, 2), (309, 1), (340, 2), (360, 1), (361, 1), (368, 2), (372, 1), (376, 3), (379, 1), (398, 2), (400, 1), (406, 2), (424, 1), (443, 1), (451, 1), (457, 1), (471, 2), (477, 1), (478, 4), (488, 1), (501, 3), (505, 1), (514, 2), (519, 1), (531, 1), (535, 1), (544, 1), (545, 3), (548, 1), (559, 2), (566, 2), (573, 1), (579, 1), (581, 1), (586, 2), (592, 1), (594, 1), (632, 1)]"
locação,"[(579, 1)]"
amortizações,"[(273, 2)]"
respectivos,"[(61, 1), (99, 1), (122, 1), (138, 1), (289, 1)]"
rebanho,"[(582, 1)]"
lavagem,"[(130, 1), (368, 1), (566, 1), (635, 1)]"
biombos,"[(354, 1)]"
carreguei,"[(483, 1)]"
gravar,"[(57, 1), (59, 1)]"
hospital,"[(67, 1), (76, 1), (219, 1), (229, 1), (270, 1), (279, 1), (393, 1), (492, 1), (506, 3), (518, 1), (543, 1), (544, 1), (576, 1), (590, 1)]"
nora,"[(593, 1)]"
pib,"[(80, 2), (158, 1), (179, 1), (210, 1), (273, 1), (294, 2), (304, 2), (593, 1)]"
andanças,"[(153, 1)]"
ameaçava,"[(34, 1), (57, 1), (627, 2)]"
vantajosos,"[(137, 1)]"
humildes,"[(519, 1)]"
encagaçados,"[(480, 1)]"
fracos,"[(112, 1), (138, 2)]"
bicos,"[(158, 1), (318, 1)]"
curadores,"[(289, 1)]"
desenhada,"[(17, 1), (478, 1)]"
sozinhos,"[(127, 1), (207, 1), (466, 1)]"
turim,"[(160, 1)]"
redor,"[(127, 1), (294, 1), (583, 1)]"
reflete,"[(138, 1)]"
jogar,"[(27, 1), (73, 1), (80, 1), (82, 1), (127, 2), (415, 1), (457, 1), (544, 1)]"
burilar,"[(60, 1)]"
encaminhamento,"[(145, 1), (502, 1)]"
alberto,"[(10, 1), (37, 1), (59, 1), (171, 1), (177, 1), (229, 1), (297, 1), (572, 2)]"
saber,"[(27, 1), (28, 2), (30, 1), (40, 3), (48, 1), (57, 1), (61, 1), (62, 1), (63, 1), (97, 1), (114, 2), (124, 1), (126, 1), (130, 1), (158, 2), (167, 1), (174, 1), (185, 1), (208, 1), (219, 2), (223, 1), (249, 4), (252, 2), (295, 1), (320, 1), (394, 1), (395, 1), (398, 1), (457, 2), (477, 1), (480, 1), (486, 1), (534, 1), (550, 1), (560, 1), (568, 2), (582, 1), (586, 1), (603, 2)]"
olavismo,"[(223, 1), (297, 1)]"
tenebroso,"[(248, 1)]"
masculinas,"[(631, 1)]"
jango,"[(51, 2), (174, 1), (442, 5)]"
amenizará,"[(568, 1)]"
empenhou,"[(229, 1)]"
compositora,"[(174, 2)]"
pouca,"[(137, 1), (239, 1), (309, 1), (372, 1), (394, 1), (519, 1), (583, 1)]"
desempenho,"[(17, 1), (34, 1), (158, 1), (177, 1), (201, 4)]"
concluído,"[(10, 1), (577, 1)]"
intimidade,"[(239, 1), (255, 1), (454, 1), (592, 1)]"
sabem,"[(57, 1), (102, 1), (138, 1), (167, 1), (207, 1), (238, 1), (252, 2), (365, 2), (404, 1), (465, 1), (488, 1), (519, 2), (579, 1)]"
defuntos,"[(236, 1)]"
pouco,"[(6, 1), (17, 1), (27, 6), (55, 2), (56, 1), (58, 1), (60, 1), (62, 1), (64, 1), (103, 1), (118, 1), (124, 1), (126, 1), (127, 1), (133, 1), (137, 2), (158, 2), (162, 1), (179, 1), (185, 1), (192, 1), (193, 1), (198, 1), (214, 2), (237, 1), (243, 1), (249, 1), (250, 1), (251, 1), (252, 3), (270, 1), (289, 1), (294, 1), (295, 1), (304, 1), (360, 1), (367, 2), (376, 3), (388, 1), (398, 2), (415, 1), (424, 2), (457, 1), (501, 1), (505, 2), (508, 1), (514, 1), (516, 1), (519, 1), (525, 1), (573, 4), (577, 1), (582, 1), (590, 1), (592, 1), (602, 2), (603, 1), (627, 2), (633, 1)]"
presepada,"[(193, 1), (250, 1)]"
aut�,"[(98, 1), (243, 1)]"
chamamento,"[(602, 1)]"
dimas,"[(233, 1)]"
basilares,"[(57, 1)]"
engessamento,"[(179, 1)]"
gerentes,"[(579, 1)]"
retiraram,"[(593, 1)]"
demissionário,"[(266, 1)]"
carreamento,"[(488, 1)]"
baseado,"[(80, 1), (124, 1), (283, 1), (566, 1), (568, 1), (627, 1), (631, 1)]"
puxado,"[(80, 1), (236, 1), (579, 1)]"
coletividade,"[(566, 1)]"
lotado,"[(219, 1), (400, 1)]"
desmantelamento,"[(145, 1), (429, 1)]"
henry,"[(96, 1), (170, 2), (297, 1)]"
atrativo,"[(158, 1), (179, 1)]"
alavancado,"[(289, 1)]"
carmen,"[(68, 1), (514, 1), (526, 1), (579, 13)]"
recebe,"[(17, 1), (149, 1), (505, 3), (551, 1), (615, 1)]"
baseada,"[(19, 1), (37, 1), (57, 1), (158, 1), (174, 1), (223, 1), (252, 1)]"
frutas,"[(76, 1), (252, 1)]"
métrica,"[(166, 1), (623, 1)]"
mufti,"[(193, 2)]"
encosto,"[(297, 1)]"
governamos,"[(182, 1)]"
prestessanta,"[(146, 1)]"
bell,"[(433, 1)]"
furtadas,"[(124, 1)]"
eleitor,"[(185, 1), (197, 1), (252, 1)]"
musculatura,"[(162, 1), (480, 1)]"
austríaco,"[(121, 1)]"
ambos,"[(13, 1), (17, 1), (103, 1), (210, 1), (223, 1), (229, 1), (266, 1), (294, 1), (339, 1), (376, 1), (430, 1), (514, 1), (535, 1), (602, 1)]"
gorda,"[(599, 1)]"
constância,"[(545, 1)]"
instale,"[(291, 1)]"
horizonte,"[(76, 1), (108, 1), (525, 2)]"
habitada,"[(466, 1)]"
desarticulado,"[(568, 1)]"
imaginam,"[(172, 1)]"
apontando,"[(64, 1)]"
chicote,"[(457, 1)]"
falava,"[(27, 1), (52, 1), (55, 1), (167, 1), (174, 1), (252, 3), (394, 1), (457, 1)]"
transplantar,"[(137, 1)]"
ex-assessor,"[(577, 1)]"
pdc-rj,"[(10, 1)]"
fragilidade,"[(91, 1), (294, 1)]"
recruta,"[(597, 1)]"
atribuída,"[(59, 1), (158, 2), (433, 1)]"
dividida,"[(63, 1), (559, 1)]"
gato,"[(338, 1), (480, 1), (628, 2)]"
entendesse,"[(198, 1)]"
historiadores,"[(82, 1), (121, 1), (171, 1), (172, 1), (193, 1), (207, 1), (378, 1)]"
empreiteira,"[(62, 1), (368, 1)]"
dem-pr,"[(229, 1)]"
minhocão,"[(124, 1)]"
dividido,"[(127, 2)]"
político-partidário,"[(264, 1)]"
desnecessária,"[(98, 1), (194, 1), (238, 1), (289, 1), (404, 1)]"
longevidade,"[(551, 1)]"
elizabeth,"[(250, 1), (306, 1), (449, 1)]"
iniciais,"[(17, 1)]"
vegano,"[(252, 1)]"
subjugar,"[(445, 1)]"
hipócritas,"[(519, 1)]"
inexistência,"[(404, 1)]"
neoliberais,"[(283, 1)]"
assessora,"[(379, 1)]"
rúben,"[(103, 1)]"
top,"[(289, 1), (631, 1)]"
especializado,"[(276, 1)]"
aubier,"[(208, 1)]"
solitário,"[(60, 1)]"
aumentou,"[(17, 1), (127, 1), (137, 2), (147, 2), (177, 1), (179, 1), (291, 1), (294, 1), (345, 1), (534, 1)]"
semi-col�,"[(572, 1)]"
aumentos,"[(10, 1), (80, 1)]"
caim,"[(93, 1)]"
chapecó,"[(457, 2)]"
asquerosa,"[(212, 1)]"
reflexões,"[(30, 1), (582, 1)]"
exclui,"[(289, 1), (568, 2)]"
amin,"[(193, 2)]"
quantidade,"[(27, 1), (108, 1), (128, 1), (146, 1), (249, 1), (458, 1), (465, 1), (573, 1)]"
mencionado,"[(460, 1)]"
recolheu,"[(488, 1)]"
largamente,"[(17, 1)]"
bianchi,"[(554, 3)]"
divulgação,"[(103, 1), (289, 1), (430, 1), (566, 1)]"
contido,"[(273, 1)]"
entes,"[(122, 1), (266, 1)]"
wladimir,"[(171, 1)]"
giniton,"[(603, 1)]"
jurandir,"[(229, 1)]"
opta,"[(586, 1)]"
enviar,"[(72, 1), (153, 1), (266, 1), (278, 1), (429, 1), (573, 1)]"
preventiva,"[(56, 1), (105, 2), (398, 4), (430, 1), (584, 1)]"
mato-grossense,"[(248, 1)]"
sinhazinha,"[(433, 1)]"
projetado,"[(17, 1), (40, 1), (276, 2), (278, 1)]"
confiante,"[(185, 1)]"
clã,"[(208, 1), (268, 1), (282, 1), (379, 1), (394, 1), (406, 1), (555, 1)]"
terno,"[(294, 1)]"
degradam,"[(519, 1)]"
satisfatória,"[(138, 1)]"
ousou,"[(291, 1)]"
rebelião,"[(345, 1)]"
cavalos,"[(25, 1)]"
contemporâneo,"[(121, 1), (207, 2), (429, 1)]"
projetada,"[(102, 1), (404, 1)]"
seco,"[(457, 2)]"
london,"[(16, 1), (146, 1)]"
impactantes,"[(457, 1)]"
manter-se,"[(480, 1)]"
movimentações,"[(590, 1)]"
minimizados,"[(19, 1)]"
aduz,"[(33, 1)]"
filiar,"[(249, 1), (289, 1)]"
trama,"[(295, 2), (306, 1), (375, 1), (437, 1)]"
midiáticas,"[(147, 1)]"
fdrp,"[(33, 1)]"
sebastião,"[(76, 1), (82, 1), (146, 1), (229, 5)]"
década,"[(10, 1), (17, 1), (121, 1), (124, 1), (127, 1), (167, 2), (195, 1), (201, 1), (207, 1), (229, 1), (297, 1), (367, 1), (466, 1), (505, 1), (566, 1), (596, 1)]"
canto,"[(55, 2), (61, 1), (168, 1)]"
ex-motorista,"[(548, 1)]"
corinthiana,"[(171, 2)]"
partiram,"[(13, 1), (270, 1)]"
abertos,"[(55, 1), (207, 1), (466, 1), (471, 1)]"
ligadas,"[(25, 1), (82, 1), (123, 1), (283, 1), (289, 1), (304, 1), (367, 1), (568, 2), (577, 1), (590, 1)]"
fofa,"[(554, 1)]"
origem,"[(64, 1), (103, 1), (119, 1), (121, 1), (127, 1), (137, 1), (158, 1), (160, 1), (172, 1), (219, 1), (223, 1), (433, 1), (465, 1), (470, 1), (483, 1)]"
clt,"[(51, 1), (167, 1), (525, 1)]"
corinthians,"[(127, 3), (160, 1)]"
arreganhar,"[(480, 1)]"
zoamos,"[(289, 1)]"
clp,"[(149, 5)]"
debochou,"[(278, 1)]"
desprezadas,"[(62, 1)]"
formadoras,"[(162, 1)]"
trocadilhos,"[(289, 1)]"
desrespeitam,"[(223, 1)]"
Álvaro,"[(282, 1), (572, 2)]"
borracha,"[(99, 1), (270, 1), (477, 1)]"
mês,"[(17, 1), (55, 1), (62, 1), (99, 1), (113, 1), (118, 1), (147, 1), (158, 5), (160, 1), (174, 1), (177, 1), (195, 1), (229, 1), (289, 1), (519, 1), (573, 1), (593, 1), (628, 1), (635, 1)]"
vencê-la,"[(488, 1)]"
glastonbury,"[(460, 1)]"
equilibrado,"[(76, 1)]"
maite,"[(514, 1)]"
manipula,"[(445, 1)]"
pragas,"[(123, 1)]"
sist,"[(597, 2)]"
teísta,"[(465, 1), (470, 1)]"
aquecida,"[(273, 1)]"
dirigente,"[(27, 1), (134, 1), (229, 1), (568, 1), (590, 2)]"
organizados,"[(108, 1)]"
propagandas,"[(124, 1)]"
noque,"[(628, 1)]"
invocar,"[(102, 1), (112, 1)]"
noticiara,"[(97, 1)]"
alex,"[(289, 1)]"
expedientes,"[(158, 1)]"
exílio,"[(51, 1), (82, 1), (260, 1), (370, 1), (603, 3)]"
entrasse,"[(327, 1), (591, 1)]"
�ncias,"[(27, 3)]"
alem,"[(315, 1)]"
superintendente,"[(132, 1)]"
altavila,"[(179, 1)]"
alef,"[(491, 1), (601, 1)]"
promotoras,"[(566, 1)]"
protegido,"[(627, 2)]"
fonte,"[(59, 1), (179, 1), (376, 1), (483, 1), (521, 1), (566, 1), (577, 1), (582, 1)]"
minério,"[(103, 1)]"
virtuais,"[(235, 2)]"
mensagens,"[(13, 1), (17, 1), (57, 1), (103, 2), (243, 1), (327, 1), (367, 2), (430, 1), (443, 1), (577, 1), (635, 1)]"
esperava,"[(57, 1), (163, 1), (279, 1), (282, 1), (409, 1), (551, 2), (552, 1)]"
seara,"[(602, 1)]"
pijama,"[(153, 1), (309, 1)]"
materialidade,"[(62, 2), (407, 1)]"
lugger,"[(315, 1)]"
magneto,"[(219, 1)]"
atacam,"[(526, 1)]"
extremos,"[(252, 1)]"
impecáveis,"[(361, 1)]"
reservas,"[(289, 1), (572, 1), (583, 1)]"
adotou,"[(185, 1), (295, 1), (380, 1), (429, 1)]"
tancredo,"[(248, 3), (309, 1)]"
itens,"[(306, 1)]"
bugalho,"[(170, 1)]"
compelirá,"[(80, 1)]"
saturday,"[(604, 1)]"
nio,"[(17, 2), (40, 1), (51, 1), (82, 2), (103, 1), (158, 3), (162, 1), (167, 1), (197, 1), (198, 1), (229, 1), (235, 1), (282, 1), (283, 1), (289, 1), (304, 1), (306, 1), (331, 1), (460, 1), (496, 1), (545, 1), (590, 1), (623, 1)]"
conquistas,"[(496, 1), (545, 1), (584, 1)]"
conquistar,"[(121, 1), (555, 1)]"
ajufe,"[(130, 2)]"
dep�,"[(229, 1)]"
encobrir,"[(602, 1)]"
escalação,"[(171, 1)]"
nunca,"[(10, 1), (13, 1), (33, 1), (48, 1), (55, 7), (57, 1), (59, 1), (60, 1), (71, 2), (76, 1), (93, 1), (94, 1), (121, 2), (147, 1), (158, 2), (167, 1), (174, 2), (179, 1), (194, 1), (208, 1), (219, 1), (226, 1), (229, 3), (236, 2), (237, 1), (246, 1), (248, 2), (252, 1), (260, 1), (264, 1), (275, 2), (276, 3), (277, 1), (278, 2), (306, 1), (324, 2), (354, 2), (355, 9), (367, 1), (368, 1), (379, 1), (390, 1), (393, 1), (395, 1), (404, 1), (409, 2), (429, 1), (457, 1), (480, 1), (486, 1), (488, 1), (514, 1), (525, 6), (526, 1), (543, 1), (552, 1), (553, 1), (562, 1), (577, 1), (579, 1), (582, 2), (583, 1), (585, 1), (613, 1), (628, 1), (630, 1), (633, 1)]"
matar,"[(55, 2), (134, 1), (137, 1), (208, 1), (229, 1), (251, 1), (375, 1), (448, 1), (477, 6), (492, 1), (508, 1), (573, 1), (577, 1), (603, 1), (627, 1)]"
suporte,"[(444, 1)]"
matam,"[(294, 1), (327, 1), (466, 3), (519, 1), (549, 1)]"
associou,"[(526, 1)]"
afetar,"[(294, 1)]"
adiro,"[(27, 1)]"
aja,"[(97, 1)]"
certas,"[(27, 1), (368, 1)]"
posicionado,"[(367, 1), (551, 1)]"
independence,"[(15, 1)]"
marllão,"[(289, 1)]"
frei,"[(370, 1)]"
goulart,"[(51, 4), (124, 1), (167, 2), (171, 2), (324, 4), (442, 3)]"
capturada,"[(577, 1)]"
exterior,"[(146, 4), (174, 1), (208, 1), (210, 1), (378, 1), (442, 1), (525, 1), (572, 1), (583, 1), (592, 1)]"
procure-o,"[(502, 1)]"
aluguel,"[(149, 1), (162, 1), (406, 1), (542, 1), (544, 1), (603, 1)]"
acontecem,"[(37, 1), (55, 1), (73, 2), (146, 1), (236, 1), (519, 1), (530, 1), (603, 1)]"
munique,"[(37, 1), (146, 1)]"
sinceras,"[(573, 1)]"
free,"[(146, 9), (433, 1)]"
fred,"[(634, 1)]"
terça-feira,"[(3, 1), (25, 1), (56, 1), (82, 1), (121, 1), (123, 1), (332, 1), (339, 1), (343, 1), (362, 1), (379, 1), (380, 1), (390, 1), (506, 1), (518, 1), (525, 8), (561, 1), (576, 1), (581, 1), (593, 1), (628, 1)]"
aconteceu,"[(27, 2), (34, 1), (48, 1), (51, 3), (55, 3), (59, 2), (60, 1), (62, 2), (82, 1), (88, 1), (167, 1), (174, 1), (292, 1), (300, 1), (315, 1), (340, 1), (427, 1), (443, 1), (457, 1), (471, 1), (477, 1), (526, 1), (549, 1), (586, 1), (615, 1), (627, 1), (630, 1)]"
eternas,"[(68, 1)]"
acontecer,"[(55, 2), (56, 1), (62, 1), (97, 1), (103, 1), (146, 1), (214, 1), (217, 1), (252, 1), (264, 1), (376, 1), (534, 1), (548, 1), (552, 2), (582, 1)]"
fundada,"[(585, 1)]"
quesito,"[(28, 1)]"
gentileza,"[(315, 1)]"
incorporar,"[(579, 1)]"
deliberados,"[(448, 1)]"
tvs,"[(273, 1), (345, 1)]"
anselmo,"[(103, 1)]"
falseado,"[(37, 1)]"
percebam,"[(492, 1)]"
folga,"[(76, 2), (91, 1), (338, 1)]"
